caseid,altid,casenum,altnum,chose,ivtt,ovtt,tottime,totcost,hhid,perid,numalts,dist,wkzone,hmzone,rspopden,rsempden,wkpopden,wkempden,vehavdum,femdum,age,drlicdum,noncadum,numveh,hhsize,hhinc,famtype,hhowndum,numemphh,numadlt,nmlt5,nm5to11,nm12to16,wkccbd,wknccbd,corredis,vehbywrk,vocc,wgt
3116,5,3116,5,0,15.7,4.5,20.2,0,5839,3,2,2.8,223,219,10.7,6.19,65.84,27.46,1,0,24,1,0,5,4,55,4,1,3,4,0,0,0,0,0,0,1.67,1,1
3116,6,3116,6,0,0,0,60.5,0,5839,3,2,2.8,223,219,10.7,6.19,65.84,27.46,1,0,24,1,0,5,4,55,4,1,3,4,0,0,0,0,0,0,1.67,1,1
3117,1,3117,1,1,28.2,3.5,31.7,159.75,5842,1,2,18.02,228,310,15.25,8.77,3,23.29,1,1,43,1,1,3,3,55,3,1,1,3,0,0,0,0,0,0,3,1,1
3117,2,3117,2,0,31.3,3.5,34.8,81.62,5842,1,2,18.02,228,310,15.25,8.77,3,23.29,1,1,43,1,1,3,3,55,3,1,1,3,0,0,0,0,0,0,3,1,1
3117,3,3117,3,0,33.3,3.5,36.8,46.64,5842,1,2,18.02,228,310,15.25,8.77,3,23.29,1,1,43,1,1,3,3,55,3,1,1,3,0,0,0,0,0,0,3,1,1
3117,4,3117,4,0,53.27,29.4,82.67,258.42,5842,1,2,18.02,228,310,15.25,8.77,3,23.29,1,1,43,1,1,3,3,55,3,1,1,3,0,0,0,0,0,0,3,1,1
3118,1,3118,1,1,3.12,2.5,5.62,32.56,5843,2,2,1.2,217,218,12.39,19.48,25.23,63,1,0,53,1,0,3,3,112.5,4,1,3,3,0,0,0,0,0,0,1,1,1
3118,2,3118,2,0,8.12,2.5,10.62,16.28,5843,2,2,1.2,217,218,12.39,19.48,25.23,63,1,0,53,1,0,3,3,112.5,4,1,3,3,0,0,0,0,0,0,1,1,1
3118,3,3118,3,0,10.12,2.5,12.62,9.3,5843,2,2,1.2,217,218,12.39,19.48,25.23,63,1,0,53,1,0,3,3,112.5,4,1,3,3,0,0,0,0,0,0,1,1,1
3118,4,3118,4,0,1,29.2,30.2,60,5843,2,2,1.2,217,218,12.39,19.48,25.23,63,1,0,53,1,0,3,3,112.5,4,1,3,3,0,0,0,0,0,0,1,1,1
3118,5,3118,5,0,7.2,2.5,9.7,0,5843,2,2,1.2,217,218,12.39,19.48,25.23,63,1,0,53,1,0,3,3,112.5,4,1,3,3,0,0,0,0,0,0,1,1,1
3118,6,3118,6,0,0,0,26.5,0,5843,2,2,1.2,217,218,12.39,19.48,25.23,63,1,0,53,1,0,3,3,112.5,4,1,3,3,0,0,0,0,0,0,1,1,1
3119,1,3119,1,1,30.9,2,32.9,209.11,5845,2,2,25.27,217,374,12.39,19.48,18.29,20.72,1,0,54,1,0,5,4,67.5,3,1,2,4,0,0,0,0,0,0,2.5,1,1
3119,2,3119,2,0,35.7,2,37.7,104.55,5845,2,2,25.27,217,374,12.39,19.48,18.29,20.72,1,0,54,1,0,5,4,67.5,3,1,2,4,0,0,0,0,0,0,2.5,1,1
3119,3,3119,3,0,37.7,2,39.7,59.74,5845,2,2,25.27,217,374,12.39,19.48,18.29,20.72,1,0,54,1,0,5,4,67.5,3,1,2,4,0,0,0,0,0,0,2.5,1,1
3119,4,3119,4,0,74.33,38.68,113.01,135,5845,2,2,25.27,217,374,12.39,19.48,18.29,20.72,1,0,54,1,0,5,4,67.5,3,1,2,4,0,0,0,0,0,0,2.5,1,1
3120,1,3120,1,1,23.96,2.5,26.46,121.56,5848,3,2,13.09,214,257,11.08,5.21,12.75,30.66,1,1,25,1,0,3,3,47.5,4,1,3,3,0,0,0,0,0,0,1,1,1
3120,2,3120,2,0,28.26,2.5,30.76,60.78,5848,3,2,13.09,214,257,11.08,5.21,12.75,30.66,1,1,25,1,0,3,3,47.5,4,1,3,3,0,0,0,0,0,0,1,1,1
3120,3,3120,3,0,30.26,2.5,32.76,34.73,5848,3,2,13.09,214,257,11.08,5.21,12.75,30.66,1,1,25,1,0,3,3,47.5,4,1,3,3,0,0,0,0,0,0,1,1,1
3120,4,3120,4,0,35.96,57.76,93.72,195,5848,3,2,13.09,214,257,11.08,5.21,12.75,30.66,1,1,25,1,0,3,3,47.5,4,1,3,3,0,0,0,0,0,0,1,1,1
3121,1,3121,1,1,9.52,2,11.52,39.59,5849,2,2,4.2,220,234,23.11,10.04,12.48,16.51,1,1,43,1,0,2,2,42.5,10,1,1,2,0,0,0,0,0,0,2,1,1
3121,2,3121,2,0,14.52,2,16.52,19.79,5849,2,2,4.2,220,234,23.11,10.04,12.48,16.51,1,1,43,1,0,2,2,42.5,10,1,1,2,0,0,0,0,0,0,2,1,1
3121,3,3121,3,0,16.52,2,18.52,11.31,5849,2,2,4.2,220,234,23.11,10.04,12.48,16.51,1,1,43,1,0,2,2,42.5,10,1,1,2,0,0,0,0,0,0,2,1,1
3121,4,3121,4,0,12.67,29.8,42.47,120,5849,2,2,4.2,220,234,23.11,10.04,12.48,16.51,1,1,43,1,0,2,2,42.5,10,1,1,2,0,0,0,0,0,0,2,1,1
3122,1,3122,1,1,7.44,2.5,9.94,30.35,5850,1,2,3.2,228,231,15.25,8.77,27.48,18.85,1,1,29,1,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,1,1
3122,2,3122,2,0,12.44,2.5,14.94,15.17,5850,1,2,3.2,228,231,15.25,8.77,27.48,18.85,1,1,29,1,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,1,1
3122,3,3122,3,0,14.44,2.5,16.94,8.67,5850,1,2,3.2,228,231,15.25,8.77,27.48,18.85,1,1,29,1,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,1,1
3122,4,3122,4,0,17.77,54.64,72.41,120,5850,1,2,3.2,228,231,15.25,8.77,27.48,18.85,1,1,29,1,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,1,1
3122,5,3122,5,0,17.4,2.5,19.9,0,5850,1,2,3.2,228,231,15.25,8.77,27.48,18.85,1,1,29,1,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,1,1
3122,6,3122,6,0,0,0,66.5,0,5850,1,2,3.2,228,231,15.25,8.77,27.48,18.85,1,1,29,1,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,1,1
3123,2,3123,2,1,11.3,4.5,15.8,23.69,5850,2,2,2.89,228,219,15.25,8.77,65.84,27.46,1,0,37,0,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,2,1
3123,3,3123,3,0,13.3,4.5,17.8,13.54,5850,2,2,2.89,228,219,15.25,8.77,65.84,27.46,1,0,37,0,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,2,1
3123,4,3123,4,0,7.64,24.64,32.28,60,5850,2,2,2.89,228,219,15.25,8.77,65.84,27.46,1,0,37,0,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,2,1
3123,5,3123,5,0,15.7,4.5,20.2,0,5850,2,2,2.89,228,219,15.25,8.77,65.84,27.46,1,0,37,0,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,2,1
3123,6,3123,6,0,0,0,62.3,0,5850,2,2,2.89,228,219,15.25,8.77,65.84,27.46,1,0,37,0,1,1,2,42.5,1,0,2,2,0,0,0,0,0,0,0.5,2,1
3124,2,3124,2,0,9.1,8,17.1,4.14,5851,1,2,0.75,219,219,65.84,27.46,65.84,27.46,0,0,25,1,1,0,3,42.5,4,0,3,3,0,0,0,0,0,0,0,0,1
3124,3,3124,3,0,11.1,8,19.1,2.37,5851,1,2,0.75,219,219,65.84,27.46,65.84,27.46,0,0,25,1,1,0,3,42.5,4,0,3,3,0,0,0,0,0,0,0,0,1
3124,4,3124,4,0,1.73,17.8,19.53,60,5851,1,2,0.75,219,219,65.84,27.46,65.84,27.46,0,0,25,1,1,0,3,42.5,4,0,3,3,0,0,0,0,0,0,0,0,1
3124,6,3124,6,1,0,0,23,0,5851,1,2,0.75,219,219,65.84,27.46,65.84,27.46,0,0,25,1,1,0,3,42.5,4,0,3,3,0,0,0,0,0,0,0,0,1
3125,1,3125,1,1,11.28,3,14.28,57.29,5852,2,2,6.11,229,226,44.53,16.86,11.38,22.01,1,1,40,1,0,2,4,42.5,99,0,2,3,1,0,0,0,0,0,1,1,1
3125,2,3125,2,0,16.28,3,19.28,28.65,5852,2,2,6.11,229,226,44.53,16.86,11.38,22.01,1,1,40,1,0,2,4,42.5,99,0,2,3,1,0,0,0,0,0,1,1,1
3125,3,3125,3,0,18.28,3,21.28,16.37,5852,2,2,6.11,229,226,44.53,16.86,11.38,22.01,1,1,40,1,0,2,4,42.5,99,0,2,3,1,0,0,0,0,0,1,1,1
3125,4,3125,4,0,11.6,36.8,48.4,120,5852,2,2,6.11,229,226,44.53,16.86,11.38,22.01,1,1,40,1,0,2,4,42.5,99,0,2,3,1,0,0,0,0,0,1,1,1
3126,1,3126,1,1,13.16,2,15.16,55.2,5859,2,2,6.01,220,207,23.11,10.04,13.24,20.59,1,1,34,1,1,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3126,2,3126,2,0,18.16,2,20.16,27.6,5859,2,2,6.01,220,207,23.11,10.04,13.24,20.59,1,1,34,1,1,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3126,3,3126,3,0,20.16,2,22.16,15.77,5859,2,2,6.01,220,207,23.11,10.04,13.24,20.59,1,1,34,1,1,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3126,4,3126,4,0,17.36,35.6,52.96,128.34,5859,2,2,6.01,220,207,23.11,10.04,13.24,20.59,1,1,34,1,1,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3126,5,3126,5,0,31.65,2,33.65,0,5859,2,2,6.01,220,207,23.11,10.04,13.24,20.59,1,1,34,1,1,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3127,1,3127,1,1,15.4,5.5,20.9,124.03,5860,1,2,11.68,171,219,20.92,23.46,65.84,27.46,1,1,40,1,1,1,2,42.5,5,1,1,1,0,0,1,0,0,0,1,1,1
3127,2,3127,2,0,20.4,5.5,25.9,62.01,5860,1,2,11.68,171,219,20.92,23.46,65.84,27.46,1,1,40,1,1,1,2,42.5,5,1,1,1,0,0,1,0,0,0,1,1,1
3127,3,3127,3,0,22.4,5.5,27.9,35.44,5860,1,2,11.68,171,219,20.92,23.46,65.84,27.46,1,1,40,1,1,1,2,42.5,5,1,1,1,0,0,1,0,0,0,1,1,1
3127,4,3127,4,0,21.05,34,55.05,150,5860,1,2,11.68,171,219,20.92,23.46,65.84,27.46,1,1,40,1,1,1,2,42.5,5,1,1,1,0,0,1,0,0,0,1,1,1
3127,5,3127,5,0,59.65,5.5,65.15,0,5860,1,2,11.68,171,219,20.92,23.46,65.84,27.46,1,1,40,1,1,1,2,42.5,5,1,1,1,0,0,1,0,0,0,1,1,1
3128,1,3128,1,1,10.52,5.5,16.02,77.46,5861,2,2,6.2,200,219,32.02,45.27,65.84,27.46,1,0,35,1,0,3,2,87.5,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3128,2,3128,2,0,15.52,5.5,21.02,38.73,5861,2,2,6.2,200,219,32.02,45.27,65.84,27.46,1,0,35,1,0,3,2,87.5,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3128,3,3128,3,0,17.52,5.5,23.02,22.13,5861,2,2,6.2,200,219,32.02,45.27,65.84,27.46,1,0,35,1,0,3,2,87.5,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3128,4,3128,4,0,10.39,29.44,39.83,100,5861,2,2,6.2,200,219,32.02,45.27,65.84,27.46,1,0,35,1,0,3,2,87.5,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3128,5,3128,5,0,32.95,5.5,38.45,0,5861,2,2,6.2,200,219,32.02,45.27,65.84,27.46,1,0,35,1,0,3,2,87.5,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3129,1,3129,1,1,19.34,2.5,21.84,95.14,5863,1,2,10.43,135,178,13.76,9.5,20.8,28.71,1,0,50,1,0,1,1,27.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3129,2,3129,2,0,24.34,2.5,26.84,47.57,5863,1,2,10.43,135,178,13.76,9.5,20.8,28.71,1,0,50,1,0,1,1,27.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3129,3,3129,3,0,26.34,2.5,28.84,27.18,5863,1,2,10.43,135,178,13.76,9.5,20.8,28.71,1,0,50,1,0,1,1,27.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3129,4,3129,4,0,29.08,23.68,52.76,60,5863,1,2,10.43,135,178,13.76,9.5,20.8,28.71,1,0,50,1,0,1,1,27.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3130,1,3130,1,1,29.06,2.5,31.56,209.37,5865,2,2,23.69,207,110,13.24,20.59,20.59,67.54,1,0,31,1,0,2,3,55,3,1,1,2,1,0,0,0,1,0,2,1,1
3130,2,3130,2,0,34.16,2.5,36.66,104.68,5865,2,2,23.69,207,110,13.24,20.59,20.59,67.54,1,0,31,1,0,2,3,55,3,1,1,2,1,0,0,0,1,0,2,1,1
3130,3,3130,3,0,36.16,2.5,38.66,59.82,5865,2,2,23.69,207,110,13.24,20.59,20.59,67.54,1,0,31,1,0,2,3,55,3,1,1,2,1,0,0,0,1,0,2,1,1
3131,1,3131,1,1,3.26,3.5,6.76,14.91,5868,1,2,1.44,204,203,11.01,5.99,20.8,43.63,1,0,33,1,0,3,2,145,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3131,2,3131,2,0,8.26,3.5,11.76,7.46,5868,1,2,1.44,204,203,11.01,5.99,20.8,43.63,1,0,33,1,0,3,2,145,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3131,3,3131,3,0,10.26,3.5,13.76,4.26,5868,1,2,1.44,204,203,11.01,5.99,20.8,43.63,1,0,33,1,0,3,2,145,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3131,4,3131,4,0,2.95,20.2,23.15,60,5868,1,2,1.44,204,203,11.01,5.99,20.8,43.63,1,0,33,1,0,3,2,145,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3131,5,3131,5,0,8.55,3.5,12.05,0,5868,1,2,1.44,204,203,11.01,5.99,20.8,43.63,1,0,33,1,0,3,2,145,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3131,6,3131,6,0,0,0,32.3,0,5868,1,2,1.44,204,203,11.01,5.99,20.8,43.63,1,0,33,1,0,3,2,145,10,1,2,2,0,0,0,0,0,0,1.5,1,1
3132,1,3132,1,1,11.94,2.5,14.44,58.86,5869,1,2,6.37,197,211,19.95,27.55,11.22,22.83,1,0,64,1,0,1,1,87.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3132,2,3132,2,0,16.94,2.5,19.44,29.43,5869,1,2,6.37,197,211,19.95,27.55,11.22,22.83,1,0,64,1,0,1,1,87.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3132,3,3132,3,0,18.94,2.5,21.44,16.82,5869,1,2,6.37,197,211,19.95,27.55,11.22,22.83,1,0,64,1,0,1,1,87.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3132,4,3132,4,0,23.91,44.2,68.11,160,5869,1,2,6.37,197,211,19.95,27.55,11.22,22.83,1,0,64,1,0,1,1,87.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3132,5,3132,5,0,33.75,2.5,36.25,0,5869,1,2,6.37,197,211,19.95,27.55,11.22,22.83,1,0,64,1,0,1,1,87.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3133,1,3133,1,0,4.04,4.5,8.54,8.63,5870,2,2,0.71,190,190,21.97,43.69,21.97,43.69,1,0,60,1,0,2,2,7.5,1,1,1,2,0,0,0,0,0,0,2,0,1
3133,2,3133,2,0,9.04,4.5,13.54,4.32,5870,2,2,0.71,190,190,21.97,43.69,21.97,43.69,1,0,60,1,0,2,2,7.5,1,1,1,2,0,0,0,0,0,0,2,0,1
3133,3,3133,3,0,11.04,4.5,15.54,2.47,5870,2,2,0.71,190,190,21.97,43.69,21.97,43.69,1,0,60,1,0,2,2,7.5,1,1,1,2,0,0,0,0,0,0,2,0,1
3133,4,3133,4,0,1.61,16.32,17.93,60,5870,2,2,0.71,190,190,21.97,43.69,21.97,43.69,1,0,60,1,0,2,2,7.5,1,1,1,2,0,0,0,0,0,0,2,0,1
3133,6,3133,6,1,0,0,18.7,0,5870,2,2,0.71,190,190,21.97,43.69,21.97,43.69,1,0,60,1,0,2,2,7.5,1,1,1,2,0,0,0,0,0,0,2,0,1
3134,1,3134,1,0,14.76,2,16.76,55.28,5872,2,2,6.17,199,182,20.74,137.17,17.71,5.56,1,1,39,1,0,2,2,32.5,1,1,2,2,0,0,0,0,0,0,1,2,1
3134,2,3134,2,1,19.76,2,21.76,27.64,5872,2,2,6.17,199,182,20.74,137.17,17.71,5.56,1,1,39,1,0,2,2,32.5,1,1,2,2,0,0,0,0,0,0,1,2,1
3134,3,3134,3,0,21.76,2,23.76,15.8,5872,2,2,6.17,199,182,20.74,137.17,17.71,5.56,1,1,39,1,0,2,2,32.5,1,1,2,2,0,0,0,0,0,0,1,2,1
3134,4,3134,4,0,28.89,42.77,71.66,180,5872,2,2,6.17,199,182,20.74,137.17,17.71,5.56,1,1,39,1,0,2,2,32.5,1,1,2,2,0,0,0,0,0,0,1,2,1
3134,5,3134,5,0,31.7,2,33.7,0,5872,2,2,6.17,199,182,20.74,137.17,17.71,5.56,1,1,39,1,0,2,2,32.5,1,1,2,2,0,0,0,0,0,0,1,2,1
3135,1,3135,1,1,19.26,4.5,23.76,123.21,5873,1,2,13.89,202,149,19.97,34.05,40.17,68.85,1,0,46,1,0,1,1,32.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3135,2,3135,2,0,24.26,4.5,28.76,61.61,5873,1,2,13.89,202,149,19.97,34.05,40.17,68.85,1,0,46,1,0,1,1,32.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3135,3,3135,3,0,26.26,4.5,30.76,35.2,5873,1,2,13.89,202,149,19.97,34.05,40.17,68.85,1,0,46,1,0,1,1,32.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3135,4,3135,4,0,38.25,41.32,79.57,120,5873,1,2,13.89,202,149,19.97,34.05,40.17,68.85,1,0,46,1,0,1,1,32.5,7,0,1,1,0,0,0,0,0,0,1,1,1
3136,1,3136,1,1,6.38,3.5,9.88,32.61,5875,2,2,3.43,194,190,17.5,16.68,21.97,43.69,1,0,45,1,0,2,2,112.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3136,2,3136,2,0,11.38,3.5,14.88,16.31,5875,2,2,3.43,194,190,17.5,16.68,21.97,43.69,1,0,45,1,0,2,2,112.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3136,3,3136,3,0,13.38,3.5,16.88,9.32,5875,2,2,3.43,194,190,17.5,16.68,21.97,43.69,1,0,45,1,0,2,2,112.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3136,4,3136,4,0,10.07,57.68,67.75,120,5875,2,2,3.43,194,190,17.5,16.68,21.97,43.69,1,0,45,1,0,2,2,112.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3136,6,3136,6,0,0,0,72.1,0,5875,2,2,3.43,194,190,17.5,16.68,21.97,43.69,1,0,45,1,0,2,2,112.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3137,2,3137,2,0,9.24,3.5,12.74,7.8,5876,2,2,1.41,195,200,23.3,34.58,32.02,45.27,0,0,35,1,0,0,2,22.5,10,0,2,2,0,0,0,0,0,0,0,0,1
3137,3,3137,3,0,11.24,3.5,14.74,4.46,5876,2,2,1.41,195,200,23.3,34.58,32.02,45.27,0,0,35,1,0,0,2,22.5,10,0,2,2,0,0,0,0,0,0,0,0,1
3137,4,3137,4,0,2.1,22.72,24.82,60,5876,2,2,1.41,195,200,23.3,34.58,32.02,45.27,0,0,35,1,0,0,2,22.5,10,0,2,2,0,0,0,0,0,0,0,0,1
3137,5,3137,5,0,8.95,3.5,12.45,0,5876,2,2,1.41,195,200,23.3,34.58,32.02,45.27,0,0,35,1,0,0,2,22.5,10,0,2,2,0,0,0,0,0,0,0,0,1
3137,6,3137,6,1,0,0,31.7,0,5876,2,2,1.41,195,200,23.3,34.58,32.02,45.27,0,0,35,1,0,0,2,22.5,10,0,2,2,0,0,0,0,0,0,0,0,1
3138,1,3138,1,1,10.52,5.5,16.02,77.46,5878,1,2,6.2,200,219,32.02,45.27,65.84,27.46,1,0,43,1,0,3,5,55,3,0,2,3,0,0,2,0,0,0,1.5,1,1
3138,2,3138,2,0,15.52,5.5,21.02,38.73,5878,1,2,6.2,200,219,32.02,45.27,65.84,27.46,1,0,43,1,0,3,5,55,3,0,2,3,0,0,2,0,0,0,1.5,1,1
3138,3,3138,3,0,17.52,5.5,23.02,22.13,5878,1,2,6.2,200,219,32.02,45.27,65.84,27.46,1,0,43,1,0,3,5,55,3,0,2,3,0,0,2,0,0,0,1.5,1,1
3138,4,3138,4,0,10.39,29.44,39.83,100,5878,1,2,6.2,200,219,32.02,45.27,65.84,27.46,1,0,43,1,0,3,5,55,3,0,2,3,0,0,2,0,0,0,1.5,1,1
3138,5,3138,5,0,32.95,5.5,38.45,0,5878,1,2,6.2,200,219,32.02,45.27,65.84,27.46,1,0,43,1,0,3,5,55,3,0,2,3,0,0,2,0,0,0,1.5,1,1
3139,1,3139,1,1,21.08,3,24.08,123.21,5880,2,2,13.82,235,194,19.11,27.58,17.5,16.68,1,0,31,1,0,2,2,87.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3139,2,3139,2,0,26.18,3,29.18,61.61,5880,2,2,13.82,235,194,19.11,27.58,17.5,16.68,1,0,31,1,0,2,2,87.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3139,3,3139,3,0,28.18,3,31.18,35.2,5880,2,2,13.82,235,194,19.11,27.58,17.5,16.68,1,0,31,1,0,2,2,87.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3139,4,3139,4,0,22.83,55.84,78.67,160,5880,2,2,13.82,235,194,19.11,27.58,17.5,16.68,1,0,31,1,0,2,2,87.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3140,1,3140,1,1,3.76,2.5,6.26,16.04,5881,2,2,1.57,202,203,19.97,34.05,20.8,43.63,1,1,23,1,0,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3140,2,3140,2,0,8.76,2.5,11.26,8.02,5881,2,2,1.57,202,203,19.97,34.05,20.8,43.63,1,1,23,1,0,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3140,3,3140,3,0,10.76,2.5,13.26,4.58,5881,2,2,1.57,202,203,19.97,34.05,20.8,43.63,1,1,23,1,0,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3140,4,3140,4,0,1.8,22.96,24.76,60,5881,2,2,1.57,202,203,19.97,34.05,20.8,43.63,1,1,23,1,0,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3140,5,3140,5,0,9.2,2.5,11.7,0,5881,2,2,1.57,202,203,19.97,34.05,20.8,43.63,1,1,23,1,0,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3140,6,3140,6,0,0,0,33.9,0,5881,2,2,1.57,202,203,19.97,34.05,20.8,43.63,1,1,23,1,0,2,2,27.5,1,0,2,2,0,0,0,0,0,0,1,1,1
3141,1,3141,1,1,9.78,5.5,15.28,42.82,5882,2,2,4.55,198,201,18.66,70.62,19.93,32.8,1,0,40,1,0,2,4,87.5,3,0,2,2,0,2,0,0,0,0,1,1,1
3141,2,3141,2,0,14.78,5.5,20.28,21.41,5882,2,2,4.55,198,201,18.66,70.62,19.93,32.8,1,0,40,1,0,2,4,87.5,3,0,2,2,0,2,0,0,0,0,1,1,1
3141,3,3141,3,0,16.78,5.5,22.28,12.23,5882,2,2,4.55,198,201,18.66,70.62,19.93,32.8,1,0,40,1,0,2,4,87.5,3,0,2,2,0,2,0,0,0,0,1,1,1
3141,4,3141,4,0,13.16,37.2,50.36,143.69,5882,2,2,4.55,198,201,18.66,70.62,19.93,32.8,1,0,40,1,0,2,4,87.5,3,0,2,2,0,2,0,0,0,0,1,1,1
3141,5,3141,5,0,24.55,5.5,30.05,0,5882,2,2,4.55,198,201,18.66,70.62,19.93,32.8,1,0,40,1,0,2,4,87.5,3,0,2,2,0,2,0,0,0,0,1,1,1
3142,1,3142,1,1,31.58,5.5,37.08,321.23,5886,2,2,24.32,188,62,12.34,20.15,66.98,127.62,1,0,65,1,1,3,2,67.5,1,0,2,2,0,0,0,0,1,0,1.5,1,1
3142,2,3142,2,0,36.68,5.5,42.18,160.61,5886,2,2,24.32,188,62,12.34,20.15,66.98,127.62,1,0,65,1,1,3,2,67.5,1,0,2,2,0,0,0,0,1,0,1.5,1,1
3142,3,3142,3,0,38.68,5.5,44.18,91.78,5886,2,2,24.32,188,62,12.34,20.15,66.98,127.62,1,0,65,1,1,3,2,67.5,1,0,2,2,0,0,0,0,1,0,1.5,1,1
3143,1,3143,1,1,15.18,3,18.18,87.29,5888,1,2,9.75,203,172,20.8,43.63,12.37,29.26,1,1,33,1,0,3,4,47.5,3,0,2,2,0,2,0,0,0,0,1.5,1,1
3143,2,3143,2,0,20.18,3,23.18,43.64,5888,1,2,9.75,203,172,20.8,43.63,12.37,29.26,1,1,33,1,0,3,4,47.5,3,0,2,2,0,2,0,0,0,0,1.5,1,1
3143,3,3143,3,0,22.18,3,25.18,24.94,5888,1,2,9.75,203,172,20.8,43.63,12.37,29.26,1,1,33,1,0,3,4,47.5,3,0,2,2,0,2,0,0,0,0,1.5,1,1
3143,4,3143,4,0,14.31,27.52,41.83,60,5888,1,2,9.75,203,172,20.8,43.63,12.37,29.26,1,1,33,1,0,3,4,47.5,3,0,2,2,0,2,0,0,0,0,1.5,1,1
3143,5,3143,5,0,50.05,3,53.05,0,5888,1,2,9.75,203,172,20.8,43.63,12.37,29.26,1,1,33,1,0,3,4,47.5,3,0,2,2,0,2,0,0,0,0,1.5,1,1
3144,2,3144,2,0,8.52,3.5,12.02,30.2,5889,1,2,1.69,191,183,14.48,33.03,27.65,42.96,1,1,48,0,1,2,3,32.5,3,0,3,3,0,0,0,0,0,0,0.67,0,1
3144,3,3144,3,0,10.52,3.5,14.02,17.26,5889,1,2,1.69,191,183,14.48,33.03,27.65,42.96,1,1,48,0,1,2,3,32.5,3,0,3,3,0,0,0,0,0,0,0.67,0,1
3144,4,3144,4,1,2.22,22.24,24.46,60,5889,1,2,1.69,191,183,14.48,33.03,27.65,42.96,1,1,48,0,1,2,3,32.5,3,0,3,3,0,0,0,0,0,0,0.67,0,1
3144,6,3144,6,0,0,0,37.3,0,5889,1,2,1.69,191,183,14.48,33.03,27.65,42.96,1,1,48,0,1,2,3,32.5,3,0,3,3,0,0,0,0,0,0,0.67,0,1
3145,1,3145,1,1,13.76,3,16.76,81.71,5889,2,2,9.15,191,220,14.48,33.03,23.11,10.04,1,0,56,1,1,2,3,32.5,3,0,3,3,0,0,0,0,0,0,0.67,1,1
3145,2,3145,2,0,18.76,3,21.76,40.85,5889,2,2,9.15,191,220,14.48,33.03,23.11,10.04,1,0,56,1,1,2,3,32.5,3,0,3,3,0,0,0,0,0,0,0.67,1,1
3145,3,3145,3,0,20.76,3,23.76,23.34,5889,2,2,9.15,191,220,14.48,33.03,23.11,10.04,1,0,56,1,1,2,3,32.5,3,0,3,3,0,0,0,0,0,0,0.67,1,1
